recency,history,used_discount,used_bogo,is_referral,score,channel_Phone,channel_Web,offer_Discount,offer_No Offer
6,109.89,1,0,1,1.0002538641746754,0,1,0,0
7,127.62,1,0,1,0.5351360892512782,0,1,0,0
8,270.61,1,1,1,1.035456806697534,1,0,0,1
4,81.13,1,0,0,1.6751561533231825,0,1,0,1
1,893.23,1,0,1,2.3538639063260733,0,0,0,0
8,29.99,1,0,0,2.0471370346858238,1,0,0,1
8,173.89,0,1,1,0.7997343234785314,0,1,1,0
9,190.57,0,1,0,0.6688221297332893,0,1,0,1
11,69.09,0,1,0,0.9716094729428576,0,1,0,0
7,85.4,0,1,1,1.8116966364965383,0,1,0,1
9,133.3,1,0,1,0.754300006882411,1,0,0,1
1,50.32,1,0,0,1.3278550628046526,1,0,0,0
2,170.03,0,1,0,0.6764898278055342,1,0,1,0
10,120.11,1,0,0,1.5012000318943892,0,1,0,1
2,145.87,1,0,1,1.8846257900043284,1,0,0,0
1,344.63,1,0,0,0.6332060930627272,0,0,1,0
3,88.95,1,0,0,1.4869875118957585,1,0,0,1
6,374.21,1,0,0,1.473549701140375,0,0,0,0
9,413.82,0,1,0,0.6176707376218304,0,0,0,1
4,429.71,1,0,0,1.445430626003818,0,1,0,1
11,175.45,1,0,1,0.14177275302518644,0,1,0,0
1,56.4,0,1,0,1.0916435086576342,0,1,1,0
9,193.88,1,0,1,1.3638588897454924,0,1,0,0
8,221.63,1,0,1,1.004722811285406,1,0,0,0
12,237.82,1,1,0,2.1346721268144453,0,1,1,0
9,295.49,1,0,0,0.058883953860796374,1,0,0,1
10,29.99,1,0,1,0.9962405945336418,0,1,0,1
10,194.71,0,1,0,1.021578257440322,1,0,0,1
5,200.96,1,0,1,1.9145763997410292,0,1,0,1
6,29.99,1,0,0,1.8043084008638501,1,0,1,0
10,29.99,0,1,0,1.2295004369915792,0,1,0,1
9,198.36,1,0,0,1.4877848056726433,1,0,1,0
3,251.06,1,0,0,1.2781766402534045,1,0,0,0
9,236.75,1,0,1,0.9928963471629542,0,0,0,0
4,595.38,0,1,1,1.2514072675352077,0,0,0,0
2,36.05,1,0,0,1.53611850939933,0,1,0,1
5,46.09,1,0,0,0.996105401226982,0,1,0,1
8,259.88,0,1,0,0.9955314282540759,1,0,0,0
1,460.24,0,1,0,1.3332254403121255,0,0,0,0
2,484.84,1,0,0,0.9285324078749472,0,0,1,0
11,198.75,0,1,1,1.906960215056904,0,1,1,0
11,746.94,0,1,1,1.0722342300756371,1,0,1,0
4,139.98,0,1,0,1.2153737204114463,1,0,0,1
2,404.67,1,0,0,0.8103596023581808,1,0,1,0
10,29.99,1,0,1,0.3500354788191238,1,0,0,0
2,211.36,1,0,0,1.2031762481557815,0,1,0,1
10,110.84,1,0,1,0.630381992754244,0,1,1,0
5,68.52,0,1,0,0.1700597503115997,0,1,1,0
6,294.42,1,0,0,1.969857459710479,0,1,1,0
1,123.75,0,1,1,1.4183203160250293,1,0,0,0
5,348.62,1,0,1,0.6595967819699118,0,0,1,0
9,299.73,1,0,0,0.7232862126811661,0,1,0,0
10,29.99,1,0,1,1.7545930989036969,0,1,1,0
6,80.09,1,0,0,1.3173287767515005,1,0,1,0
1,63.92,1,0,1,1.3124232923395265,1,0,0,0
4,29.99,1,0,1,1.1345819865049254,0,1,0,0
1,253.43,0,1,0,0.6210030043305432,0,0,0,1
2,55.11,1,0,0,1.0426628963847395,1,0,0,1
8,29.99,1,0,0,0.9392330344854526,0,1,1,0
10,479.2,1,0,0,1.6107998193713993,0,0,0,0
2,134.21,0,1,1,1.5224587066826443,1,0,0,0
4,541.17,1,0,1,1.5379022125606652,0,1,0,1
6,189.94,1,0,1,2.2933919369242592,0,1,0,0
9,129.03,0,1,0,0.2280392423146911,0,1,0,1
10,66.42,1,0,0,1.2608686317644466,1,0,1,0
5,400.76,0,1,0,0.8682152309514779,1,0,1,0
1,260.66,1,1,1,2.3059305862543877,0,0,0,0
10,50.49,0,1,0,0.6688208331211003,0,1,0,1
2,308.39,1,0,0,1.3015795707872164,1,0,0,0
8,29.99,0,1,1,1.1608913902885944,1,0,0,0
1,217.61,0,1,0,1.4424213988349792,0,1,0,0
10,127.19,1,0,1,1.3843489709734145,0,1,0,0
10,48.01,0,1,0,0.9785962129272158,0,1,0,1
9,273.43,0,1,0,1.2988777880622349,0,1,0,0
11,139.37,0,1,0,0.9083356176203912,0,1,0,0
6,591.88,0,1,1,0.8409396563400747,1,0,0,1
1,99.36,1,0,0,0.8584526597494107,1,0,0,1
9,167.16,1,0,0,1.949475597646304,0,1,1,0
3,29.99,0,1,1,1.8138491059564807,0,1,1,0
12,60.64,1,0,1,0.3465253552903016,0,1,1,0
6,45.79,1,0,0,0.8941463101570486,1,0,1,0
4,481.23,0,1,0,3.0009828751003,0,1,0,0
1,551.9,1,1,1,1.5362232133450062,0,1,1,0
3,227.11,1,0,0,0.34260825904559944,0,0,0,0
10,482.29,0,1,0,1.7199235089435148,0,0,0,0
11,116.63,0,1,0,1.6015761323699969,1,0,1,0
6,91.0,1,0,1,1.4776951959568447,1,0,0,0
10,33.68,0,1,0,1.151649566590071,0,1,0,1
3,41.89,0,1,1,0.9828746717155414,0,1,0,0
1,63.75,1,0,0,0.7314331457557579,0,1,0,0
1,93.98,0,1,1,1.4067284122299593,1,0,1,0
2,89.83,1,0,1,1.6003342691127629,1,0,0,1
7,70.47,1,0,1,2.4878720228362416,0,1,0,1
10,375.34,1,0,0,1.3975645344711485,0,1,0,1
10,156.04,0,1,1,1.043508937551475,1,0,0,0
5,197.55,1,0,1,0.9009623488588124,1,0,0,0
2,87.38,1,0,0,2.145254707858795,0,1,0,1
10,361.83,0,1,0,0.7828379210882492,0,0,0,1
9,60.39,1,0,0,1.333632908102563,1,0,1,0
2,496.21,1,1,0,1.8192314301657804,0,0,1,0
2,318.62,1,0,0,0.4478348266299982,0,0,0,1
1,990.53,1,1,1,-0.05188706612823113,0,1,1,0
11,257.97,0,1,1,0.9503616484149856,0,0,0,0
6,274.28,1,0,0,0.7981234574030811,0,1,0,0
8,36.06,1,0,0,0.5823328029908674,0,1,0,0
6,29.99,1,0,1,1.237211605485336,0,1,0,1
7,29.99,0,1,0,0.4700771795251305,0,1,0,1
1,29.99,1,0,0,1.3567586287140934,1,0,1,0
4,407.12,1,1,0,1.4909808798461714,0,1,0,1
5,68.25,1,0,1,1.2759347341869218,0,1,0,0
1,246.78,1,0,0,1.7647641376293142,1,0,1,0
4,220.34,1,0,1,0.8931231188891489,1,0,1,0
3,29.99,1,0,0,0.35639257214445563,1,0,0,0
7,41.2,1,0,0,1.0894431856400142,0,1,0,0
9,355.03,0,1,1,0.02442512050071721,1,0,1,0
8,54.61,0,1,1,0.9659397912741851,0,1,1,0
11,199.46,1,0,1,0.810252753561634,0,1,0,0
5,45.04,0,1,1,0.7033075971097069,1,0,0,0
4,29.99,0,1,1,1.0933702966768204,0,1,0,0
1,98.96,1,0,0,1.3171225242690867,1,0,0,1
2,92.0,1,0,0,1.3634820088344044,0,1,0,0
6,419.23,1,0,0,2.3773335727516294,0,0,1,0
2,312.56,0,1,0,1.4834016575764557,1,0,0,1
2,68.82,1,0,0,0.4911695770553808,0,1,0,1
9,29.99,1,0,0,0.9109519957318843,1,0,0,1
2,257.37,1,0,1,0.7706807118384059,0,0,0,0
5,278.28,0,1,0,1.2098392603167605,0,1,1,0
2,68.7,0,1,1,2.17441931303296,1,0,0,0
11,81.04,1,0,0,1.044577638731653,1,0,0,1
3,41.48,1,0,1,0.6721370860591327,1,0,1,0
2,589.41,0,1,1,0.7376846686584184,1,0,1,0
5,111.93,1,0,0,2.285056674836065,1,0,0,0
2,350.25,1,1,0,1.774477435051616,1,0,0,1
8,557.04,1,0,1,1.1567311134263278,1,0,0,1
4,85.21,1,0,1,0.91165665316303,0,1,0,1
5,468.33,1,1,0,0.8812877247770855,0,0,0,0
1,177.75,0,1,0,1.4671275791476128,1,0,1,0
10,32.4,0,1,0,1.6190721474762544,1,0,0,0
9,29.99,0,1,1,1.0662082318364683,0,1,1,0
10,218.05,1,1,1,1.1053166038369584,0,1,1,0
10,30.64,1,0,0,1.2781993228411093,1,0,1,0
7,29.99,1,0,1,0.5420399341173193,1,0,0,1
10,29.99,1,0,0,2.11997801146774,1,0,0,0
1,245.63,1,1,0,1.5621337373980038,1,0,1,0
11,48.08,0,1,1,1.1141157785229558,1,0,0,1
10,153.28,0,1,0,1.61871653567288,0,1,0,1
6,201.37,1,0,1,1.4343705420242476,0,1,0,1
11,423.36,1,0,0,1.5034959964773478,1,0,0,1
9,57.53,1,0,0,1.1732806587597235,1,0,0,1
2,239.69,1,1,0,0.6208361103649697,0,0,1,0
2,251.85,1,0,1,2.373148069183677,0,1,0,0
6,345.2,1,1,0,0.8115787568972779,1,0,1,0
3,1040.17,0,1,1,1.3247358298373646,0,1,1,0
11,197.38,1,0,0,1.8895207466111457,0,1,0,1
12,88.65,1,0,0,0.26195599282436965,0,1,1,0
1,735.75,1,1,1,1.6069498581434791,0,0,1,0
5,51.23,0,1,0,1.8644130630641953,0,1,0,0
6,432.92,0,1,0,1.0517212222617038,0,1,0,0
2,344.01,1,0,0,1.1325154852463375,0,1,1,0
2,222.13,1,0,0,2.167043923118388,0,0,1,0
3,177.08,1,0,0,1.1468377732585242,0,1,0,1
1,82.72,1,0,1,1.145696717980052,1,0,0,0
2,98.03,0,1,0,0.5902903246792548,0,1,0,1
10,272.86,1,1,1,0.993379828766408,1,0,0,1
3,474.06,0,1,1,2.0497808638232025,0,1,1,0
12,95.36,0,1,0,1.3717811045712245,0,1,0,1
6,208.3,1,0,1,0.8410786180667666,0,1,0,0
1,686.08,1,1,1,1.1357823039034178,0,1,0,1
3,99.52,1,0,1,1.167988829077233,1,0,0,0
9,121.33,0,1,1,0.9181676144028112,1,0,0,0
6,46.33,0,1,0,1.3936158066756192,1,0,1,0
2,471.82,0,1,0,0.569435285599328,0,1,0,1
10,330.42,0,1,0,1.969704965250974,1,0,1,0
2,99.6,0,1,1,1.0962275910367294,0,1,0,1
10,62.38,1,0,0,0.6941779526557093,1,0,0,0
10,29.99,0,1,1,1.1761944103850208,0,1,0,0
10,29.99,0,1,0,1.6063979481279966,0,1,0,0
2,796.61,1,0,1,0.7322078512001038,0,0,0,1
1,89.0,1,0,0,2.1314989814989023,0,1,1,0
10,78.97,1,0,0,0.8423069862301771,0,1,0,0
3,316.0,0,1,0,1.1361264109407805,1,0,0,1
10,40.1,1,0,0,1.1013757538079658,0,1,0,1
4,413.08,1,0,0,0.8893282386882752,1,0,1,0
1,511.53,1,0,1,1.022034987738245,1,0,1,0
5,126.38,1,0,1,1.1095222739982278,0,1,1,0
2,29.99,1,0,1,1.1778286663746147,1,0,0,1
4,29.99,1,0,1,0.8846278320053399,1,0,0,1
2,346.76,0,1,1,1.655524024780641,0,1,1,0
10,134.12,0,1,0,0.9211460422157152,1,0,0,0
6,88.39,1,0,1,0.8437534455192992,0,1,0,0
5,340.63,0,1,0,0.5482925616010927,1,0,1,0
1,521.03,0,1,1,1.6222639694078675,0,1,1,0
8,45.71,1,0,1,1.0368150774676952,1,0,0,0
4,159.19,1,0,1,1.1438023162318471,0,1,1,0
7,323.2,1,1,0,0.9807860352019648,0,1,1,0
4,124.52,0,1,1,0.7636632435397305,1,0,0,0
1,122.14,0,1,0,1.134490403526085,1,0,0,0
4,696.23,1,0,1,0.7837391047983016,0,1,0,1
6,32.3,0,1,1,1.0890334504471508,1,0,1,0
1,590.04,0,1,1,2.152160888322328,0,1,0,1
4,769.78,1,1,1,1.022424445315414,0,0,0,1
10,602.27,0,1,1,0.8653922048212179,1,0,1,0
4,182.33,0,1,1,0.7707890780915614,1,0,0,0
5,376.76,1,0,0,1.0663086614986947,1,0,0,0
4,58.56,0,1,0,1.4817976457131825,0,1,0,1
2,154.68,1,0,0,1.2185347239035542,0,1,0,1
7,403.62,1,1,1,0.7611472150886596,1,0,0,1
2,226.37,1,0,0,1.2440863734898904,0,1,0,1
9,319.88,0,1,0,0.5653376360479645,0,1,0,1
4,76.06,1,0,0,0.6070390532956893,1,0,1,0
10,120.84,1,0,0,1.1976512011358258,0,1,0,0
3,121.9,0,1,1,1.0386165690309364,1,0,0,1
6,319.73,1,0,0,0.3487430632072108,0,1,0,0
3,80.97,0,1,0,0.9682297294567116,1,0,0,0
2,547.12,1,1,1,1.2004870845318192,0,0,0,1
6,74.57,1,0,0,1.3098683878740158,1,0,0,0
7,69.13,0,1,0,1.6531285694443751,0,1,0,1
7,56.46,0,1,1,0.6360160065367668,1,0,0,0
3,215.72,1,1,1,0.04699495535750087,1,0,1,0
11,183.69,1,0,0,1.2286969162262806,0,1,1,0
8,39.9,0,1,1,0.998493289096222,1,0,0,1
12,525.77,1,0,1,1.571784706914146,0,1,0,0
1,679.82,0,1,1,1.7805936768973551,0,1,1,0
10,108.63,1,0,1,0.4759452982457444,0,1,1,0
2,105.95,1,0,0,1.6038718907045109,0,1,1,0
5,156.8,1,0,0,1.2363054158765223,0,1,1,0
5,73.38,0,1,1,0.7227941555875641,0,1,0,1
1,120.84,1,0,0,1.0320544585185183,0,1,0,0
4,95.11,0,1,1,1.370803991505671,0,1,0,0
10,33.91,0,1,1,0.7783653223038735,0,1,0,1
2,624.32,1,0,1,1.0316177728120397,1,0,1,0
8,223.03,1,0,0,1.0865148219855674,1,0,1,0
3,402.8,1,0,0,1.3201806977445996,1,0,1,0
4,46.11,1,0,0,1.0169220121265778,1,0,0,0
9,92.11,1,0,0,1.0015846543184388,0,1,0,0
2,298.52,1,1,1,0.7138793688447289,0,0,1,0
8,405.86,0,1,1,2.1884052906179283,0,1,1,0
6,29.99,1,0,0,1.3002435941519477,0,1,0,1
6,29.99,0,1,1,1.3671953014508869,0,1,0,0
7,348.78,0,1,1,0.7055469379240096,1,0,0,1
8,572.55,0,1,1,0.7993712856446409,0,1,0,1
12,68.3,0,1,1,1.80533751051505,1,0,0,0
1,260.38,0,1,1,0.11128447164678312,1,0,0,0
2,289.72,1,0,0,1.611822291837977,1,0,1,0
11,394.19,0,1,0,1.1778221041495351,0,1,0,1
6,68.17,0,1,1,1.7561262845702656,0,1,0,1
10,576.8,1,0,1,1.2097408224121398,0,0,1,0
8,419.13,0,1,0,0.3674377419396628,0,0,0,1
10,38.07,1,0,1,0.5824415815755302,0,1,0,1
7,424.3,1,1,0,1.5878558705007941,1,0,0,1
4,918.25,1,0,1,0.5570830797564048,1,0,0,0
4,63.47,1,0,1,0.5811630187983918,0,1,0,0
11,129.35,0,1,0,1.4469702911027449,1,0,0,0
2,919.98,1,0,1,0.7517241183273102,1,0,0,0
10,170.6,1,0,1,0.8780005981749699,1,0,0,1
1,30.13,0,1,0,1.3581842021688333,0,1,0,0
4,210.71,1,0,1,1.3228309824056097,0,1,1,0
2,614.65,1,1,1,2.533391496610022,0,0,1,0
1,243.67,1,0,0,1.006846323386831,0,1,1,0
2,64.16,0,1,0,0.9741624763161598,1,0,0,0
1,187.64,1,0,0,0.8781185002713601,1,0,0,0
6,188.77,0,1,1,0.4915319426153954,0,1,1,0
3,114.71,1,0,0,1.3101465096605824,1,0,1,0
1,92.36,1,0,1,1.2096196247908582,0,1,0,0
3,462.79,1,0,0,1.2672498356090651,0,1,0,0
12,282.0,0,1,0,0.1556277189837214,1,0,0,1
9,477.87,1,0,0,1.2649765291347344,0,1,0,1
10,148.56,0,1,1,1.208801326412038,0,1,1,0
4,59.08,1,0,1,1.0174393124083247,1,0,0,0
6,230.49,0,1,1,0.8126771818394767,0,1,0,0
9,129.93,0,1,0,1.9358409312653857,1,0,0,0
4,147.84,1,0,1,0.9694018828276508,1,0,0,1
2,29.99,0,1,1,1.8237464132935108,1,0,1,0
3,113.6,0,1,0,0.7264176653980969,0,1,0,1
6,29.99,0,1,1,1.0828401676169328,1,0,0,0
12,95.06,0,1,1,0.8843464593297983,0,1,0,1
10,229.98,1,0,0,0.3869899080394554,0,1,0,0
2,1300.9,0,1,1,0.9609271395198136,1,0,1,0
1,449.9,1,0,1,2.2534305118276987,0,0,1,0
10,380.72,1,0,1,1.5278153031008874,0,1,0,0
3,176.45,0,1,0,0.5839246646800531,1,0,1,0
1,396.71,0,1,0,0.8234953684432387,1,0,0,0
6,146.28,0,1,1,1.3792024843732622,1,0,0,0
6,174.48,1,0,1,0.8508466386376293,0,1,1,0
10,315.54,1,0,0,1.4131469255349007,0,1,1,0
2,129.88,0,1,0,1.1163126422610117,0,1,0,1
9,127.13,1,0,1,1.089186783172233,1,0,1,0
3,267.37,1,1,1,0.4259016134024989,0,1,1,0
11,40.54,0,1,0,1.0540016231813043,1,0,0,0
2,29.99,0,1,1,0.5803332579640503,0,1,0,0
10,97.4,0,1,0,0.8980881971911191,1,0,0,0
9,43.09,0,1,1,1.6620536627365667,0,1,0,0
2,1231.53,0,1,1,0.8602297647747402,0,1,0,1
2,113.95,0,1,0,1.54984968887262,1,0,1,0
12,29.99,0,1,1,1.0726404357433952,0,1,1,0
12,177.64,1,0,1,0.4377498747443648,1,0,1,0
6,29.99,0,1,0,0.8827674032051835,1,0,1,0
10,29.99,0,1,0,1.2502951702936054,1,0,0,1
6,72.09,0,1,1,1.2065281884211552,1,0,0,0
3,562.33,1,0,1,2.1476944808718703,1,0,0,0
5,294.06,0,1,0,1.0006366323697402,0,1,1,0
4,29.99,1,0,0,1.0426814711535706,1,0,0,1
2,63.97,0,1,1,1.0555206062153937,1,0,0,0
5,220.48,0,1,1,0.9051120060905686,1,0,0,1
10,619.38,0,1,1,0.8946189924201661,0,0,0,1
2,134.11,0,1,1,0.5317673038338423,1,0,0,1
2,42.23,0,1,0,0.7788493496933516,0,1,0,1
1,888.46,1,1,1,0.6644236304075031,0,1,1,0
1,490.82,1,0,1,0.7362221045874211,0,1,0,0
12,154.95,1,0,1,1.9103363824002568,1,0,1,0
1,200.94,0,1,0,1.1372889553505154,1,0,1,0
10,29.99,1,0,0,0.647622999964468,1,0,1,0
1,29.99,1,0,1,0.7892912026260048,0,1,0,1
2,753.43,1,1,1,0.3771801093244805,0,1,0,0
